"Id";"Name";"Order";"CategoryId";"Country";"Region";"IsActive";"CountryCode";"Language";"IsMajor";"IsInternational"
"sr:tournament:729";"Cup";1000;"sr:category:270";"Georgia";"other";1;"";"en-US";0;0
"sr:tournament:73";"2nd Div, Vastra Gotaland";1000;"sr:category:9";"Sweden";"other";0;"";"en-US";0;0
"sr:tournament:731";"Cup";1000;"sr:category:92";"Estonia";"other";1;"";"en-US";0;0
"sr:tournament:736";"First Division";1000;"sr:category:297";"Azerbaijan";"other";1;"";"en-US";0;0
"sr:tournament:737";"Coppa Titano";1000;"sr:category:387";"San Marino";"other";0;"";"en-US";0;0
"sr:tournament:738";"Campionato Sammarinese";1000;"sr:category:387";"San Marino";"other";1;"";"en-US";0;0
"sr:tournament:739";"Cup Crne Gore";1000;"sr:category:386";"Montenegro";"other";0;"";"en-US";0;0
"sr:tournament:74";"2nd Div, Sodra Svealand";1000;"sr:category:9";"Sweden";"other";0;"";"en-US";0;0
"sr:tournament:740";"Azerbaijan Cup";1000;"sr:category:297";"Azerbaijan";"other";1;"";"en-US";0;0
"sr:tournament:741";"Cupa Moldova";1000;"sr:category:279";"Moldova";"other";1;"";"en-US";0;0
"sr:tournament:742";"Primera Divisio";1000;"sr:category:376";"Andorra";"other";0;"";"en-US";0;0
"sr:tournament:743";"Second Division";1000;"sr:category:376";"Andorra";"other";1;"";"en-US";0;0
"sr:tournament:746";"U19 Euro W Ch.ship, QF";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:748";"U19 European Ch.ship, QF";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:749";"Kazakhstan Cup";1000;"sr:category:278";"Kazakhstan";"other";1;"";"en-US";0;0
"sr:tournament:753";"U17 Euro W Ch.ship, QF";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:755";"U17 European Championship Qualification";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:756";"Kupa e Shqiperise";1000;"sr:category:257";"Albania";"other";0;"";"en-US";0;0
"sr:tournament:757";"FL1 Aktiv-Cup";1000;"sr:category:512";"Liechtenstein";"other";1;"";"en-US";0;0
"sr:tournament:76";"DBU Pokalen";1000;"sr:category:8";"Denmark";"other";1;"";"en-US";0;0
"sr:tournament:761";"Latvia Cup";1000;"sr:category:163";"Latvia";"other";1;"";"en-US";0;0
"sr:tournament:765";"Coupe de Luxembourg";1000;"sr:category:197";"Luxembourg";"other";1;"";"en-US";0;0
"sr:tournament:766";"Super Cup";1000;"sr:category:270";"Georgia";"other";1;"";"en-US";0;0
"sr:tournament:767";"Irish Cup";1000;"sr:category:130";"Northern Ireland";"other";1;"";"en-US";0;0
"sr:tournament:771";"V-League 2";1000;"sr:category:366";"Vietnam";"other";1;"";"en-US";0;0
"sr:tournament:772";"PFL";1000;"sr:category:385";"Uzbekistan";"other";1;"";"en-US";0;0
"sr:tournament:773";"Super Cup";1000;"sr:category:278";"Kazakhstan";"other";1;"";"en-US";0;0
"sr:tournament:775";"Super Cup";1000;"sr:category:91";"Belarus";"other";1;"";"en-US";0;0
"sr:tournament:776";"Pervaya Liga";1000;"sr:category:91";"Belarus";"other";0;"";"en-US";0;0
"sr:tournament:777";"K-League 2";1000;"sr:category:291";"Republic of Korea";"other";1;"";"en-US";0;0
"sr:tournament:778";"Armenian Cup";1000;"sr:category:296";"Armenia";"other";1;"";"en-US";0;0
"sr:tournament:779";"Logmanssteypid";1000;"sr:category:201";"Faroe Islands";"other";0;"";"en-US";0;0
"sr:tournament:780";"WC Qualification Women";70;"sr:category:4";"International";"intl";1;"WFI";"en-US";1;1
"sr:tournament:782";"China League";1000;"sr:category:99";"China";"other";1;"";"en-US";0;0
"sr:tournament:785";"First Division";1000;"sr:category:278";"Kazakhstan";"other";1;"";"en-US";0;0
"sr:tournament:786";"Super Cup";1000;"sr:category:10";"Iceland";"other";1;"";"en-US";0;0
"sr:tournament:799";"Super Cup";98;"sr:category:30";"Germany";"other";1;"DEU";"en-US";1;0
"sr:tournament:8";"LaLiga";18;"sr:category:32";"Spain";"eu";1;"ESP";"en-US";1;0
"sr:tournament:80";"Svenska Cup";1000;"sr:category:9";"Sweden";"other";1;"";"en-US";0;0
"sr:tournament:800";"Super Cup";1000;"sr:category:14";"Croatia";"other";1;"";"en-US";0;0
"sr:tournament:804";"U20 Womens World Cup";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:808";"Premier League";1000;"sr:category:305";"Egypt";"other";1;"";"en-US";0;0
"sr:tournament:809";"A-Jun-BL N/N-E";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:810";"A-Jun-BL West";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:811";"A-Jun-BL S/S-W";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:812";"Lff Cup";1000;"sr:category:160";"Lithuania";"other";1;"";"en-US";0;0
"sr:tournament:813";"Oberliga Niedersachsen";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:822";"U19 1st Division";1000;"sr:category:18";"Czech Republic";"other";1;"";"en-US";0;0
"sr:tournament:823";"1. Liga, Women";1000;"sr:category:18";"Czech Republic";"other";1;"";"en-US";0;0
"sr:tournament:824";"Coppa Italia Serie C";109;"sr:category:31";"Italy";"other";1;"ITA";"en-US";1;0
"sr:tournament:825";"Stars League";1000;"sr:category:353";"Qatar";"as";1;"";"en-US";0;0
"sr:tournament:827";"U17 Womens World Cup";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:83";"Liigacup";1000;"sr:category:19";"Finland";"other";0;"";"en-US";0;0
"sr:tournament:841";"Ligue 1";1000;"sr:category:304";"Algeria";"other";1;"";"en-US";0;0
"sr:tournament:842";"WAFF Championship";56;"sr:category:4";"International";"intl";1;"AFC";"en-US";1;1
"sr:tournament:846";"Premier League";1000;"sr:category:351";"Bahrain";"other";1;"";"en-US";0;0
"sr:tournament:847";"A2 League";1000;"sr:category:254";"Turkey Amateur";"other";0;"";"en-US";0;0
"sr:tournament:848";"I-League";1000;"sr:category:352";"India";"as";1;"";"en-US";0;0
"sr:tournament:849";"Beloften Eredivisie";1000;"sr:category:35";"Netherlands";"other";0;"";"en-US";0;0
"sr:tournament:851";"Int. Friendly Games";9;"sr:category:4";"International";"intl";1;"ITN";"en-US";1;1
"sr:tournament:852";"Int. Friendly Games W";12;"sr:category:4";"International";"intl";1;"ITN";"en-US";1;1
"sr:tournament:853";"Club Friendly Games";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:854";"U21 Friendly Games";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:855";"U20 Friendly Games";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:856";"U19 Friendly Games";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:857";"U18 Friendly Games";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:858";"U17 Friendly Games";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:868";"2nd Div, Norra Gotaland";1000;"sr:category:9";"Sweden";"other";0;"";"en-US";0;0
"sr:tournament:878";"Womens Euro, Qualif.";72;"sr:category:4";"International";"intl";1;"UFA";"en-US";1;1
"sr:tournament:879";"Youth League";1000;"sr:category:21";"Russia";"other";0;"";"en-US";0;0
"sr:tournament:880";"NASL";1000;"sr:category:26";"USA";"other";0;"";"en-US";0;0
"sr:tournament:881";"Copa Constitucio";1000;"sr:category:376";"Andorra";"other";0;"";"en-US";0;0
"sr:tournament:882";"FA Cup";1000;"sr:category:99";"China";"other";1;"";"en-US";0;0
"sr:tournament:883";"Supercoppa Di Lega Di Seconda Divisione";1000;"sr:category:31";"Italy";"other";0;"";"en-US";0;0
"sr:tournament:884";"Supercoppa di Lega Pro";106;"sr:category:31";"Italy";"other";1;"ITA";"en-US";1;0
"sr:tournament:886";"Audi Cup";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:889";"Telekom Cup";1000;"sr:category:30";"Germany";"other";1;"";"en-US";0;0
"sr:tournament:890";"Supercupa";1000;"sr:category:279";"Moldova";"other";1;"";"en-US";0;0
"sr:tournament:892";"U21";1000;"sr:category:86";"Ukraine";"other";0;"";"en-US";0;0
"sr:tournament:9";"First Division B";1000;"sr:category:33";"Belgium";"other";1;"";"en-US";0;0
"sr:tournament:91";"Russian Cup";1000;"sr:category:21";"Russia";"other";1;"";"en-US";0;0
"sr:tournament:912";"Super Cup";1000;"sr:category:159";"North Macedonia";"other";0;"";"en-US";0;0
"sr:tournament:915";"Pro League";1000;"sr:category:301";"Iran";"other";1;"";"en-US";0;0
"sr:tournament:917";"U17 Euro Ch.ship, W";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:92";"Carioca";1000;"sr:category:13";"Brazil";"other";1;"";"en-US";0;0
"sr:tournament:925";"Liga Nacional, Relegation Playoff";1000;"sr:category:437";"Honduras";"other";1;"";"en-US";0;0
"sr:tournament:929";"Jordan League";1000;"sr:category:329";"Jordan";"other";1;"";"en-US";0;0
"sr:tournament:937";"Botola";1000;"sr:category:303";"Morocco";"other";1;"";"en-US";0;0
"sr:tournament:939";"Crown Prince Cup";1000;"sr:category:331";"Kuwait";"other";0;"";"en-US";0;0
"sr:tournament:947";"Premier League";1000;"sr:category:339";"Hong Kong, China";"other";1;"";"en-US";0;0
"sr:tournament:953";"Federation Cup";1000;"sr:category:331";"Kuwait";"other";1;"";"en-US";0;0
"sr:tournament:955";"Saudi Prof. League";1000;"sr:category:310";"Saudi Arabia";"other";0;"";"en-US";0;0
"sr:tournament:959";"AFC Olym. G., QF";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:96";"Turkiye Kupasi";1000;"sr:category:46";"Turkey";"other";0;"";"en-US";0;0
"sr:tournament:965";"Omani League";1000;"sr:category:415";"Oman";"other";1;"";"en-US";0;0
"sr:tournament:97";"2nd Lig";1000;"sr:category:254";"Turkey Amateur";"other";1;"";"en-US";0;0
"sr:tournament:971";"Arabian Gulf League";1000;"sr:category:299";"United Arab Emirates";"as";0;"";"en-US";0;0
"sr:tournament:98";"1. Lig";1000;"sr:category:46";"Turkey";"other";0;"";"en-US";0;0
"sr:tournament:981";"CAF U23 Championship";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:984";"Ligue 1";1000;"sr:category:378";"Tunisia";"other";1;"";"en-US";0;0
